fid,slope_clas,fid_2,aspect_cla,slope_mean,A_ava,cos_aspect,sin_aspect,aspect_mea,id,_mean,xcoord,ycoord
1245,"1",2166,"2",6.831046698523350,30.729779870230917,-0.908862422479958,0.313322302933065,160.978818738720264,"25",0.750000000000000,7.32149239746927,45.7471047823968
1284,"2",2171,"1",25.735137847162061,17.213342094466231,-0.283000864471579,0.934740933679765,106.844139994816743,"26",1.000000000000000,7.32817548050732,45.7471514442534
1284,"2",2165,"2",27.050520220581365,27.519950435452238,-0.941325428838633,0.056194250468326,176.583671551881537,"27",0.600000000000000,7.3281173052791,45.747195057392
1335,"2",2269,"1",27.061741279450473,42.407424546521746,-0.448181767699722,0.884870690225765,116.861944074359727,"28",1.000000000000000,7.32785588976561,45.7468904434972
1362,"1",2317,"3",14.042659476781504,20.108418664207846,-0.357666666643360,-0.921348436520650,248.783830812360037,"29",1.000000000000000,7.32638280885813,45.7467434792404
1513,"1",2534,"2",16.944554085081275,23.007253031194864,-0.901565824719993,-0.226392670883797,194.096113549131758,"30",1.000000000000000,7.32586039813811,45.746414950575
1524,"1",2519,"1",13.983496006578209,32.989930781054206,-0.411288723327743,0.887086774222553,114.874315369744167,"31",0.875000000000000,7.3264587973144,45.746422901503
1702,"1",2756,"3",17.078989601135255,22.238896833499616,-0.424991642815225,-0.895287984960219,244.606389651776283,"32",1.000000000000000,7.32811499298212,45.74604917587
1705,"1",2754,"2",16.283620877143665,20.322740854099781,-0.884875056071159,-0.295237654533524,198.451223669127103,"33",1.000000000000000,7.32796094960352,45.7460707628618
1724,"1",2791,"2",17.058161717426927,20.666791044297060,-0.945752146123331,-0.114238151014433,186.887435096164836,"34",,7.32888773283813,45.7458867865337
1791,"2",2846,"3",23.982689119154408,16.971115950815971,-0.602699027426781,-0.792493257791765,232.746649144878376,"35",1.000000000000000,7.32872768099957,45.7457270956888
1835,"1",2885,"3",16.124408764498575,32.802531245004204,-0.496565939415069,-0.826265843851226,238.995143144885503,"36",1.000000000000000,7.32739163053646,45.7456033686325
1870,"2",2934,"2",25.466534110937225,24.654032873713422,-0.868444105212608,0.473934932036346,151.377432618496186,"37",1.000000000000000,7.32810082319053,45.7454998063667
1904,"2",2980,"2",24.837521865450103,31.968143456034639,-0.880319706453332,0.418412542066954,154.578440333444149,"38",,7.32917120554419,45.7454508384519
1913,"2",2963,"2",33.004998125348770,20.875577914445181,-0.905940648487636,-0.401419428360116,203.897980159309753,"39",1.000000000000000,7.32875685743496,45.7454472728767
1927,"2",2981,"2",23.952034457785185,33.386826848026530,-0.918241495480303,0.358340131286837,158.681980142991250,"40",1.000000000000000,7.32783593062285,45.7454148981135
1948,"2",3002,"2",23.320503427348005,29.685655103809715,-0.934206653078762,0.323364541293421,160.907312265719298,"41",1.000000000000000,7.32766743015366,45.7453412808614
1973,"2",3057,"1",32.876956277964069,29.183526137871411,-0.420610981442186,0.894980955488828,115.171947880437230,"42",,7.32937200160442,45.7452525787392
1985,"2",3066,"2",26.519641365803466,19.844888361704417,-0.865390879167637,0.464492033261963,151.775655764969656,"43",1.000000000000000,7.3287328661547,45.7452072295561
2176,"2",3300,"1",33.594332127957728,22.218066872801131,-0.525958283061816,0.837474716676248,122.130006396812362,"44",1.000000000000000,7.32777471997113,45.7449475288982
2287,"1",3447,"2",15.530850365657937,77.353073818674545,-0.885766314092599,0.354824053852598,158.169737446319886,"45",1.000000000000000,7.32738588411239,45.7447199381867
2330,"1",3543,"2",12.667599724861512,106.378891668128361,-0.923721777566944,0.066218642286288,175.899664176470054,"46",1.000000000000000,7.31974461559419,45.7445142704719
2456,"1",3715,"2",11.910559225165956,54.697964428819233,-0.905515116369613,0.118235078855229,172.560851810616299,"47",1.000000000000000,7.32007131552811,45.7444325891908
2472,"1",3732,"2",12.846622046857778,25.908185688949551,-0.925995944750191,-0.245180449604080,194.830173417942547,"48",1.000000000000000,7.32483480825347,45.7444520428662
2560,"1",3779,"2",15.198536230723063,19.437061794812244,-0.818330025672913,-0.560114349126816,214.390088120720037,"49",1.000000000000000,7.32843515871389,45.7444621751723
2592,"1",3878,"2",11.493109654803430,79.115843231644817,-0.948950833851291,0.042657069557418,177.426182957855758,"50",1.000000000000000,7.31894680278654,45.7442819496792
2598,"1",3877,"2",13.873739195566108,35.292623500204158,-0.888566213965851,-0.093550925290813,186.010130912778664,"51",1.000000000000000,7.31851770982847,45.7442757860273
2647,"1",4169,"2",11.407711346098717,23.982715031424959,-0.925236790104115,0.328076858747196,160.476159522238760,"52",1.000000000000000,7.31805122628552,45.7441998072212
2700,"2",4026,"1",27.143617416096625,30.072275450614711,-0.276367142622437,0.952041275033327,106.187433604494700,"53",1.000000000000000,7.32787702057719,45.7443383634176
2702,"2",4169,"2",26.306235197818641,27.619752704578364,-0.916450359002508,0.257525793681241,164.304449089572358,"54",1.000000000000000,7.31797956137674,45.7441711557024
2748,"2",4130,"2",26.694339104320694,51.507385043214953,-0.978894636358904,-0.024271325099297,181.420336334190551,"55",0.769230769230769,7.31983118198479,45.7441790642467
2754,"1",4169,"2",11.649146412358139,25.280107788411936,-0.894734978675842,0.293944969497005,161.813230408457059,"56",1.000000000000000,7.31791213765303,45.7441527067392
2770,"1",4143,"2",16.799163196660295,41.276577162824097,-0.927584869009030,0.293786521529472,162.425860593458566,"57",0.875000000000000,7.32040039491133,45.7441567405959
2802,"2",4033,"1",33.962064445018768,19.298276372073939,-0.235687460015470,0.945154516957700,104.001938851456302,"58",1.000000000000000,7.32553869901107,45.7442918435295
2811,"2",4144,"2",29.048762785421836,21.170135594868185,-0.891438977138416,0.443684050561608,153.539703936048056,"59",1.000000000000000,7.32383690871024,45.7442250299635
2816,"1",4275,"2",14.103210535314348,18.566477670416937,-0.878556380669276,-0.374921523293273,203.110232974633846,"60",1.000000000000000,7.31999976028073,45.7441501444325
2866,"2",4316,"2",26.550490288838851,38.302387361306117,-0.958286375459963,0.174468150587593,169.681595713302130,"61",1.000000000000000,7.32054826464423,45.7441176953678
2869,"2",4320,"2",28.637287975492931,29.920045758156238,-0.896794412533442,-0.365967479481229,202.199586977776221,"62",1.000000000000000,7.31778794184085,45.744055117447
2879,"2",4392,"2",26.355831252204048,52.751259802452267,-0.957409116483870,0.136389710889316,171.892362155625932,"63",0.833333333333333,7.32009689457832,45.7440927525176
2904,"2",4376,"2",24.546616835594179,54.988740999386224,-0.970273792017251,0.003573577812084,179.788977088452043,"64",0.875000000000000,7.32067335397937,45.7440713897593
2906,"1",4424,"3",18.976867554404517,14.545820255968952,-0.357606058838693,-0.919550579244440,248.749329103527486,"65",0.666666666666667,7.32232740542137,45.7440967785956
2922,"2",4381,"3",29.027432240230937,20.307621395621194,-0.240417815285774,-0.958535803035951,255.919666265733213,"66",1.000000000000000,7.31692892168744,45.7440355796728
2924,"2",4392,"2",25.666719489262022,40.233716211598697,-0.959258660776862,0.138537456536016,171.782085419519660,"67",0.888888888888889,7.32023326111363,45.7440523724495
2968,"2",4460,"2",26.626447749860358,36.928989178080379,-0.977554275682478,0.092603393951212,174.588538123481811,"68",1.000000000000000,7.32081418973464,45.7440291430675
2999,"2",4501,"1",22.841555603549011,31.751087997030275,-0.488114110424987,0.865177805607136,119.430726381820705,"69",1.000000000000000,7.32630378818892,45.7441167873762
3004,"2",4494,"3",25.541749909751772,53.496469160452186,-0.181276143278537,-0.975878867460656,259.476860591899538,"70",0.846153846153846,7.31831830307357,45.7440075865661
3026,"1",4558,"2",15.197377805052133,15.031159047863760,-0.912766936524161,0.216402086268725,166.662366856561505,"71",1.000000000000000,7.31671641473263,45.7439442348054
3046,"2",4580,"2",29.537128925323486,16.097466686771533,-0.974161968699523,0.054074984143621,176.822815781435310,"72",1.000000000000000,7.3272647999696,45.744059949733
3102,"1",4760,"2",20.389214984441207,15.741872057771385,-0.909234708648617,0.321228480373173,160.541917526702520,"73",1.000000000000000,7.31805698195981,45.7438859666907
3109,"2",4760,"2",24.039061938013351,30.670777276039523,-0.931809747325523,0.289954025423088,162.715269148771625,"74",1.000000000000000,7.31807997889347,45.7439026090239
3125,"2",4738,"3",23.744605628343727,56.830596770731127,-0.437645499576600,-0.890889157756017,243.837618171666463,"75",0.923076923076923,7.32206171316137,45.7439513546876
3212,"2",4819,"2",27.568039855178522,55.296929423455609,-0.924342884701125,0.259563172110166,164.314816255918572,"76",1.000000000000000,7.31856966327224,45.7438403668798
3214,"2",4840,"2",34.606884872646624,176.540996524750938,-0.975345925189132,0.109473615969168,173.595878623147570,"77",0.972222222222222,7.31944041195083,45.7438264392142
3224,"3",4820,"1",54.588245514900457,26.759751437346729,-0.275190504027470,0.951558639926295,106.129855016550437,"78",1.000000000000000,7.31926426293316,45.7438069525819
3255,"1",4895,"2",6.629523083902478,22.408293727547960,-0.924430848507399,0.153075954453118,170.597742615552988,"79",1.000000000000000,7.31932655697086,45.7437461434094
3283,"2",4884,"3",25.376660133662977,42.074126359034679,-0.146844279180330,-0.984849854911629,261.519492356729359,"80",0.888888888888889,7.31596979947713,45.7437257213922
3337,"1",5045,"2",12.006784819066525,16.364083165760892,-0.902083141729236,0.109576876193581,173.074159518625805,"81",1.000000000000000,7.31899512679124,45.7437112330189
3387,"1",5200,"2",14.916116919007553,141.572400609855293,-0.906170821985335,0.306437978075356,161.316108215418183,"82",0.971428571428571,7.31808189100763,45.7436713652434
3431,"2",5216,"2",23.974756728771123,23.539054055764524,-0.948358575965083,-0.274699706194359,196.154085538911971,"83",1.000000000000000,7.32248573504056,45.7436926713123
3520,"3",5384,"2",46.951046315635125,30.042728446285174,-0.852651320579575,0.503150354412089,149.455104844394327,"84",1.000000000000000,7.32506582860589,45.7436460231686
3535,"1",5388,"2",12.749002640661987,23.590309972044963,-0.870505012288366,0.293669941409936,161.357877186360781,"85",0.833333333333333,7.31661915220114,45.7435186902676
3553,"2",5414,"2",24.240832713734019,75.426705261560201,-0.951522161527113,0.219983869281343,166.982412480747968,"86",1.000000000000000,7.31968060830503,45.7435868855338
3553,"2",5460,"2",24.363252835730982,80.166769170964329,-0.974087862935785,0.104781616924928,173.860360793666985,"87",1.000000000000000,7.31995882765424,45.7435622073064
3571,"1",5449,"2",14.250810517673999,29.157963915318309,-0.947271966828709,0.034701176443157,177.902036199756708,"88",1.000000000000000,7.31578438871601,45.7434885564888
3572,"1",5383,"2",8.795995947621160,147.034616856656186,-0.939131645424846,0.003705422817836,179.773935860726112,"89",0.974358974358974,7.32072368466126,45.7435776213345
3572,"1",5296,"2",9.326694587908031,121.147045922642121,-0.920459807729621,0.066252926943047,175.883059913666699,"90",1.000000000000000,7.32045547599062,45.7436096060331
3572,"1",5451,"2",9.612249753647244,123.023425045489802,-0.925171632803592,0.095886101822704,174.082909928540118,"91",1.000000000000000,7.32100083376282,45.7435460496082
3736,"1",5733,"2",10.390493407061223,19.324100930861928,-0.908146090315361,0.080271752051905,174.948708514329638,"92",1.000000000000000,7.31783189935827,45.7433744763413
3872,"1",5854,"2",19.141724381250203,51.358085622451192,-0.973924823566196,0.014679416856901,179.136478577080595,"93",0.928571428571429,7.32196558086009,45.7433860386858
3886,"1",5857,"2",15.643082953268483,16.102397532562758,-0.943984437373377,-0.109058925761811,186.590189180467348,"94",0.500000000000000,7.32786574308374,45.743466391448
3895,"2",5843,"2",25.474364991915429,16.344748396747104,-0.911978135674687,-0.204040206651022,192.611305036524726,"95",1.000000000000000,7.32800366181371,45.7434516047075
3992,"2",5903,"3",23.339088269283899,25.876299048416350,-0.263018939526458,-0.958700954286676,254.658415419265793,"96",1.000000000000000,7.31682860097896,45.7432505851897
4003,"1",5991,"2",18.699822618471867,39.869054590419971,-0.983045935630798,-0.038308708665593,182.231652839856906,"97",0.750000000000000,7.3223116843245,45.743306471138
4032,"1",5991,"2",18.842690324320376,27.218502430799660,-0.977112109221301,-0.023762867317969,181.393129480609986,"98",0.857142857142857,7.32244413595022,45.7433045640145
4074,"1",5846,"2",9.518945553473063,17.751048067046447,-0.926338241355760,0.081336866905414,174.982029531878680,"99",0.800000000000000,7.31661853104072,45.7432955386434
4076,"2",6235,"2",25.868894078514792,24.459276015519180,-0.929593228481033,0.238428379112685,165.614491183361480,"100",1.000000000000000,7.31554368303013,45.7431554977511
4148,"1",6395,"2",10.453199020184968,24.160015537723918,-0.920986748467150,0.064704742578010,175.981237462233651,"101",1.000000000000000,7.32028209563969,45.7432108480235
4156,"2",6185,"1",26.061303499973182,36.749122892820267,-0.626898619261655,0.772562257945538,129.057735403477409,"102",1.000000000000000,7.32461804283258,45.7432619753927
4157,"1",6215,"2",17.428858372049593,28.572171915009537,-0.977924843446924,-0.059421763407170,183.477195011182317,"103",0.875000000000000,7.32256819973791,45.7432528111108
4171,"1",6215,"2",17.861115392966148,40.990528185615197,-0.979540225022878,-0.022822297881178,181.334692317902721,"104",1.000000000000000,7.32272261556476,45.7432503967919
4257,"2",6303,"2",28.200301506940058,19.297058372028605,-0.944029002943460,-0.135542781434625,188.170632883257440,"105",1.000000000000000,7.32503863256466,45.743251746666
4260,"1",6512,"1",15.021670087854911,24.340799679201595,-0.403867578609510,0.895168485793662,114.283171021089046,"106",1.000000000000000,7.32655725237285,45.7432582490139
4316,"1",6395,"2",10.275315724727180,146.402862509125441,-0.945616554417130,0.109269897859238,173.408470690931694,"107",0.742857142857143,7.32030442744978,45.7431409827684
4316,"1",6389,"3",9.450257301330566,16.733380790328461,-0.329121406884290,-0.915866328911348,250.233831647025397,"108",0.750000000000000,7.32015647940363,45.7431572382714
4316,"1",6187,"3",10.750067160370644,45.312167675939534,-0.229194199009133,-0.961632044462675,256.594298171875948,"109",1.000000000000000,7.32015182692249,45.7432574257229
4328,"2",6394,"3",29.354375033908418,25.824279929146044,-0.163695752779960,-0.973516307274501,260.455064042590834,"110",0.750000000000000,7.31920267073173,45.7431288553452
4328,"2",6449,"2",28.901331579448371,43.136920608577242,-0.955227144506593,0.025040193196478,178.498400190309582,"111",1.000000000000000,7.31925622167632,45.7431094916096
4371,"2",6445,"3",28.745423053173308,26.813226253107192,-0.227796985817320,-0.960666371786848,256.660179982166483,"112",1.000000000000000,7.31636332472832,45.7430880954846
4378,"2",6511,"2",27.637622283676922,16.656136797170966,-0.940876380871918,0.063435118700678,176.142880736179251,"113",1.000000000000000,7.32525121181145,45.7431713867203
4400,"2",6183,"2",23.572973245580389,180.636746240915954,-0.922126417163636,0.301299174392378,161.905512676865783,"114",1.000000000000000,7.31834598489032,45.7432416155906
4400,"2",5648,"3",23.274536279531624,21.235509249994202,-0.151925700967415,-0.978933908236332,261.178353751591260,"115",0.800000000000000,7.31826175180649,45.743385532763
4400,"2",6109,"3",28.980289258913363,62.610492372415763,-0.311599656582287,-0.939467034927786,251.650501710624297,"116",0.769230769230769,7.31868262855018,45.7432734825394
4400,"2",6539,"2",25.302891722349361,29.599950296273239,-0.905715824461707,0.216213549182655,166.573567302649025,"117",1.000000000000000,7.31811914800909,45.7430514934101
4400,"2",6535,"3",28.912897478450429,87.997646554414430,-0.301823549087510,-0.944850543683225,252.284411322395016,"118",0.947368421052632,7.31803317839874,45.7431346216793
4400,"2",6142,"2",28.071204897286236,39.114396526021935,-0.937646614468616,0.206262489456845,167.593733522066771,"119",1.000000000000000,7.31874066469297,45.7432248821119
4436,"2",6512,"1",23.248262187551120,53.622923420018459,-0.593057756572205,0.799484909488465,126.568017101361079,"120",1.000000000000000,7.32661664941136,45.743210914651
4455,"2",6536,"3",24.163954704038559,16.995106872059296,-0.493168322189200,-0.858051269285141,240.111695741695996,"121",1.000000000000000,7.32707488088766,45.7431906670618
4460,"1",5769,"2",14.168777460800975,49.009028977072745,-0.859011123368615,-0.017484755244839,181.166066814999226,"122",1.000000000000000,7.32141948180583,45.743411563563
4460,"1",6470,"1",9.207646816968918,18.241917878058462,-0.272203420586367,0.936082057654858,106.213909202628884,"123",1.000000000000000,7.3215486334488,45.7431146362781
4460,"1",6540,"3",10.190732975395358,37.353293205728050,-0.216974633986599,-0.965803193397263,257.338312866374281,"124",0.666666666666667,7.32143972277078,45.7431178742304
4488,"1",6544,"2",16.657212043876079,17.490394129503830,-0.876292433311690,0.307300582168552,160.675114972593150,"125",1.000000000000000,7.3271432728039,45.7431783918314
4536,"1",6646,"2",15.084385438398879,22.793869783293886,-0.908855824307962,-0.363507789367842,201.799532322679624,"126",,7.32892979694888,45.7431144214627
4547,"2",6669,"2",28.241096070270665,85.734162186175382,-0.965420805559253,0.059692543665750,176.461872005980780,"127",1.000000000000000,7.3196882182292,45.7429901049033
4547,"2",6620,"2",29.124332646895837,108.504784463034710,-0.974125603572674,0.101356619131415,174.059816691341069,"128",1.000000000000000,7.31942103869289,45.7430181566562
4547,"2",6604,"3",27.483102632123369,24.244210702492531,-0.197761903708577,-0.967752432407335,258.450522331898640,"129",0.800000000000000,7.31930030989664,45.7430277204226
4547,"2",6640,"3",28.061600837707520,28.341240754725497,-0.207429738659412,-0.961388342976570,257.824471882717376,"130",0.857142857142857,7.31957833168743,45.7430004611198
4563,"2",6694,"2",26.340138356620020,30.418509719745149,-0.919764528580762,-0.225702871814068,193.787487751980279,"131",0.875000000000000,7.31702349532799,45.742906756616
4563,"2",6639,"1",24.857545769005490,15.710931730607427,-0.517244432056159,0.848868003017024,121.355386759036577,"132",1.000000000000000,7.31710093270869,45.7429390337998
4565,"1",6699,"2",12.509241745389740,29.716424341970672,-0.910325036608967,0.269588324540470,163.503601227545090,"133",1.000000000000000,7.31664696582864,45.7429200709409
4569,"1",6638,"2",13.405869330390026,15.168905946690014,-0.854110611697375,0.465640512437133,151.401846636831777,"134",0.750000000000000,7.31576148623149,45.7429242220906
4569,"1",6686,"2",11.616548650404987,21.702576083659338,-0.890965427370632,-0.021367989227121,181.373859087751583,"135",1.000000000000000,7.31567655592578,45.7429098364731
4626,"1",6820,"3",16.677497899648056,53.781853030897437,-0.369097009717116,-0.920429129044986,248.148950318752895,"136",0.916666666666667,7.31703781553638,45.7428429153214
4710,"2",6827,"2",27.809203913514043,20.075431410761727,-0.954336647206629,-0.019699452389014,181.182533663436629,"137",,7.32940128394536,45.7429462130874
4711,"2",6818,"2",29.242362292844859,19.203736284852848,-0.807248586594169,0.505149176094069,147.963044026954208,"138",1.000000000000000,7.32684494474165,45.7429270381122
4711,"2",6794,"1",27.129793850880748,29.787529234759813,-0.574291681624808,0.808510656064411,125.386487255093996,"139",1.000000000000000,7.32688577086919,45.7429438817778
4766,"2",6872,"3",24.609609636767157,71.796287440467665,-0.480265824498887,-0.866375314321554,240.998677329368860,"140",0.555555555555556,7.31758442378369,45.7428012509522
4773,"2",6860,"2",26.664387822151184,20.149870254180115,-0.953245876356959,-0.050753302256099,183.047699398743731,"141",,7.32949758050664,45.7429268291929
4773,"2",6935,"2",28.374294478317790,24.729313671335131,-0.961159347802743,-0.110614960820510,186.564999238484802,"142",,7.32957422450258,45.7429079613027
4808,"2",6916,"2",28.247800509134930,17.034423431051231,-0.973603637019793,-0.122324856882915,187.161193735324218,"143",1.000000000000000,7.32816992821854,45.7428928030139
4838,"2",6935,"2",30.887443198098076,31.474154113067470,-0.952209341581221,-0.087036899420329,185.222620452150267,"144",,7.32967697896618,45.742887199135
4848,"2",6996,"2",28.937776120981777,38.008300835136787,-0.983948986781271,0.023535652276121,178.629769966520371,"145",1.000000000000000,7.32839831386846,45.7428679527756
4849,"1",7037,"2",16.975125635823897,24.318473116032546,-0.964575167625181,-0.135599159215006,188.002152891059836,"146",,7.32888707953785,45.7428619786918
4850,"2",6993,"2",24.739520223244376,25.334016514258892,-0.926147985069648,-0.318923945538700,199.001416976549478,"147",1.000000000000000,7.32876628095565,45.7428653281295
4900,"2",7199,"2",22.190640025668674,14.585428425291163,-0.923953530965028,0.332984715113761,160.181283966513462,"148",1.000000000000000,7.31716634888994,45.742632598142
4907,"1",7074,"2",15.890775367005231,18.982317058747022,-0.871335936837817,0.303394267105893,160.802170438985144,"149",1.000000000000000,7.31639962086554,45.7426253965689
4957,"2",7140,"3",25.191605661956356,19.623153772365079,-0.378719261299075,-0.895569013038152,247.077413860210072,"150",1.000000000000000,7.32317887924938,45.7426580312829
5001,"1",7163,"3",15.985063546743149,20.292112934092813,-0.394866999620811,-0.903467257817586,246.391913472606433,"151",1.000000000000000,7.3267924490971,45.7426711480008
5041,"1",7199,"2",15.477472721961256,407.683424049702296,-0.917195631156751,0.261572653437457,164.082517015309321,"152",0.989473684210526,7.31711679651161,45.7426052858195
5041,"1",6820,"3",12.612011677026748,20.502285495979727,-0.247439176251646,-0.955778061598539,255.485495126567230,"153",1.000000000000000,7.3170776441062,45.7427766183888
5104,"2",7315,"2",28.715163469314575,67.299274020706591,-0.953681021676225,-0.165446737044669,189.841847626695653,"154",,7.32946980979958,45.7426730748326
5137,"2",7301,"3",26.259587536338994,33.186126528059305,-0.382057053706131,-0.915157649697376,247.340597442489837,"155",0.625000000000000,7.31643003454216,45.7425180276888
5137,"2",7036,"3",25.957363515286833,20.583468637239420,-0.222894895947664,-0.967277985166859,257.023555412194355,"156",0.600000000000000,7.31631881662639,45.742682602263
5137,"2",7342,"2",22.480839846885367,19.758407484651325,-0.925509421792749,0.313399109695974,161.292698899061691,"157",1.000000000000000,7.31651741220677,45.7424678312518
5169,"2",7484,"2",25.994959842546184,70.395699975131762,-0.909596702326899,0.286086220522466,162.540603236840582,"158",1.000000000000000,7.31582686735294,45.7424546799303
5169,"2",7137,"2",28.465963636125839,17.922821285305471,-0.913510545851692,0.328942591472278,160.196748717426459,"159",1.000000000000000,7.31599384729016,45.7425071770393
5187,"2",7307,"2",25.665494662959400,22.752719708042697,-0.971762569939218,-0.032138665817201,181.894227081413078,"160",1.000000000000000,7.32843682636994,45.7426217336074
5187,"2",7446,"1",27.746834195893385,16.390239206707363,-0.189621226878130,0.971925483695392,101.039647099256513,"161",1.000000000000000,7.32837434051337,45.742626979262
5190,"2",7517,"2",26.805774962765042,24.378023466316755,-0.979995509673809,-0.069773178829902,184.072441357400436,"162",1.000000000000000,7.32825171926462,45.7425929318338
5193,"1",7361,"2",14.786122405706946,34.660660881336447,-0.915541807439790,-0.311550935646936,198.792994021166464,"163",1.000000000000000,7.32758119261657,45.74261375898
5196,"1",7478,"3",12.397625364303590,32.008407463487153,-0.448982922047377,-0.878578662395477,242.931456310758620,"164",0.888888888888889,7.32705739261869,45.7426125777251
5197,"1",7429,"3",14.920652255677343,14.752809338386628,-0.406160196452810,-0.901055502264123,245.736030992956444,"165",1.000000000000000,7.3156442895076,45.7424163612244
5240,"2",7464,"2",29.189446183971892,38.101193239339771,-0.954704117506070,-0.122017975605996,187.283322500332730,"166",1.000000000000000,7.32812426191573,45.7426133749278
5294,"2",7647,"2",26.258105051719536,16.453472445489911,-0.977151480771728,0.155052002440443,170.983617801183613,"167",0.800000000000000,7.32348572174295,45.7424790476359
5371,"2",7203,"2",26.104074371195285,29.799865703199465,-0.907179827723548,0.391247450643889,156.670486354822771,"169",1.000000000000000,7.31879207559618,45.7425348545509
5374,"2",7721,"3",24.754239993812764,62.240552407875931,-0.350551536718828,-0.933424583842269,249.416120579601255,"170",0.785714285714286,7.31623757943679,45.7423323053242
5375,"2",7725,"2",26.817745035344903,15.412924430836915,-0.867621130293066,0.484603724696419,150.814762854581289,"171",1.000000000000000,7.31548395238032,45.7422920454305
5377,"2",7724,"2",22.971451910715256,34.226183871469608,-0.916706825532610,0.319114818821646,160.806481542170133,"172",1.000000000000000,7.32226147569945,45.7424177174891
5385,"1",7718,"3",16.084821631636800,20.562473020801523,-0.406749532947057,-0.889899621658687,245.436115823347677,"173",0.500000000000000,7.31845213628795,45.7423648906432
5423,"2",7812,"3",33.198404518333639,22.116964843216746,-0.239332057969158,-0.963477962725871,256.049838223155803,"174",0.800000000000000,7.31800250644414,45.7423291324822
